,code,update_time,last_price,prev_close_price,suspension,circular_market_val,total_market_val,wrt_maturity_date,wrt_end_trade,wrt_code,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,lot_size,net_profit,earning_per_share,outstanding_shares,net_asset_per_share,pe_ratio,pb_ratio,price_spread,name
2513,SZ.002370,2018-06-05 14:02:45,17.46,18.17,False,7123680000.0,9367193201.76,,,,,,,,,,,100,221035715.872,0.412,408000000,0.224032704,42.378,3.863,0.01,亚太药业
2514,SZ.002371,2018-06-05 14:02:45,43.13,41.55,False,15487954922.37,19753728564.36,,,,,,,,,,,100,139233329.088,0.304,359099349,-1.340934592,141.875,5.949,0.01,北方华创
2517,SZ.002374,2018-06-05 14:02:42,3.81,3.79,False,2757937251.45,3342998653.08,,,,,,,,,,,100,103536441.224,0.118,723868045,-0.647967296,32.288,1.044,0.01,丽鹏股份
2519,SZ.300061,2018-06-05 14:02:45,12.61,12.54,False,2525334689.2799997,6642936007.889999,,,,,,,,,,,100,270247912.137,0.513,200264448,-1.867934592,24.58,1.875,0.01,康旗股份
2521,SZ.002375,2018-06-05 14:02:30,6.31,6.31,False,7902285188.16,8455377902.379999,,,,,,,,,,,100,365819043.954,0.273,1252343136,1.351032704,23.113,1.117,0.01,亚厦股份
2522,SZ.002376,2018-06-05 14:02:45,16.19,15.21,False,9290338606.710001,10777883788.380001,,,,,,,,,,,100,300902005.704,0.452,573831909,0.293032704,35.818,3.528,0.01,新北洋
2523,SZ.002377,2018-06-05 14:02:45,8.51,8.61,False,3675196892.75,7797927460.51,,,,,,,,,,,100,128285528.14,0.14,431868025,1.014032704,60.785,1.602,0.01,国创高新
2525,SZ.300064,2018-06-05 14:02:45,7.48,7.38,False,4530299893.68,9016964930.6,,,,,,,,,,,100,284492476.42,0.236,605655066,1.492032704,31.694,1.292,0.01,豫金刚石
2526,SZ.300065,2018-06-05 14:02:42,14.55,14.28,False,3987361282.9500003,5272061142.6,,,,,,,,,,,100,112325701.32,0.31,274045449,-0.868967296,46.935,4.246,0.01,海兰信
2527,SZ.300066,2018-06-05 14:02:45,4.0,3.96,False,3830720480.0,4160133048.0,,,,,,,,,,,100,74882394.864,0.072,957680120,1.479,55.555,2.704,0.01,三川智慧
2528,SZ.002232,2018-06-05 14:02:39,8.83,8.73,False,3548584196.95,3607482857.65,,,,,,,,,,,100,53111299.15,0.13,401878165,-1.688967296,67.923,3.388,0.01,启明信息
2531,SZ.002380,2018-06-05 14:02:45,15.14,14.99,False,2170373943.06,3633473565.86,,,,,,,,,,,100,110636150.189,0.461,143353629,-0.001934592,32.841,1.762,0.01,科远股份
2532,SZ.002381,2018-06-05 14:02:39,7.25,7.25,False,1684918705.0,3106625000.0,,,,,,,,,,,100,120837000.0,0.282,232402580,-0.307967296,25.709,1.818,0.01,双箭股份
2533,SZ.002382,2018-06-05 14:02:45,21.24,20.6,False,10329553131.48,10500100200.0,,,,,,,,,,,100,207134745.0,0.419,486325477,-1.451967296,50.692,7.47,0.01,蓝帆医疗
2534,SZ.002383,2018-06-05 14:02:45,17.81,17.39,False,8414699836.53,13229946561.0,,,,,,,,,,,100,290449697.1,0.391,472470513,0.754032704,45.549,3.527,0.01,合众思壮
2537,SZ.002386,2018-06-05 14:02:30,7.26,7.2,False,4875835384.2,4876395391.559999,,,,,,,,,,,100,141052759.26,0.21,671602670,1.955032704,34.571,1.161,0.01,天原集团
2539,SZ.002388,2018-06-05 14:02:45,7.72,7.57,False,3084912000.0,3889078152.0,,,,,,,,,,,100,65993424.6,0.131,399600000,-1.826967296,58.931,3.128,0.01,新亚制程
2540,SZ.002389,2018-06-05 14:02:45,14.95,14.79,False,8028243317.9,14160177820.75,,,,,,,,,,,100,175226280.725,0.185,537006242,2.028032704,80.81,2.364,0.01,南洋科技
2541,SZ.002390,2018-06-05 14:02:45,8.78,8.5,False,9987487902.88,14638267204.579998,,,,,,,,,,,100,340114636.644,0.204,1137527096,-0.556967296,43.039,2.348,0.01,信邦制药
2542,SZ.002391,2018-06-05 14:02:39,13.92,13.75,False,3308987287.68,5004047625.6,,,,,,,,,,,100,249842895.1,0.695,237714604,0.075065408,20.028,1.606,0.01,长青股份
2543,SZ.300067,2018-06-05 14:02:45,6.61,6.52,False,2856228968.77,4804917192.4800005,,,,,,,,,,,100,92318378.736,0.127,432107257,-2.130967296,52.047,3.054,0.01,安诺其
2544,SZ.300068,2018-06-05 14:02:45,15.96,15.96,False,9473613870.84,13963310905.320002,,,,,,,,,,,100,449695601.838,0.514,593584829,-1.488934592,31.05,2.247,0.01,南都电源
2545,SZ.300069,2018-06-05 14:02:45,14.6,14.45,False,1349004551.2,1708200000.0,,,,,,,,,,,100,16848000.0,0.144,92397572,0.241032704,101.388,3.218,0.01,金利华电
2548,SZ.002392,2018-06-05 14:02:45,3.95,3.9,False,3050897002.6,4702438814.05,,,,,,,,,,,100,180954607.528,0.152,772378988,-1.607967296,25.986,1.47,0.01,北京利尔
2549,SZ.002393,2018-06-05 14:02:42,28.52,27.91,False,5184885434.04,5203616371.84,,,,,,,,,,,100,116953649.872,0.641,181798227,-0.066869184,44.492,1.666,0.01,力生制药
2550,SZ.002394,2018-06-05 14:02:15,11.27,11.17,False,3648099000.0,3648099000.0,,,,,,,,,,,100,345064200.0,1.066,323700000,0.974065408,10.572,1.178,0.01,联发股份
2552,SZ.300073,2018-06-05 14:02:45,29.67,27.07,False,9945632159.880001,12957564674.91,,,,,,,,,,,100,269457950.941,0.617,335208364,-0.125934592,48.087,3.505,0.01,当升科技
2553,SZ.300074,2018-06-05 14:02:45,7.23,7.24,False,3412207255.53,3924235053.0,,,,,,,,,,,100,29309639.4,0.054,471951211,-2.103967296,133.888,3.299,0.01,华平股份
2554,SZ.300075,2018-06-05 14:02:45,14.72,14.34,False,4068526598.4,6246298121.6,,,,,,,,,,,100,175252793.765,0.413,276394470,0.551032704,35.641,3.037,0.01,数字政通
2555,SZ.002395,2018-06-05 14:02:36,15.91,15.34,False,2844803460.0,2844803460.0,,,,,,,,,,,100,11443584.0,0.064,178806000,0.391032704,248.593,3.395,0.01,双象股份
2556,SZ.002397,2018-06-05 14:02:45,5.64,5.89,False,2331602773.08,4304813246.4,,,,,,,,,,,100,66404034.12,0.087,413404747,-1.625967296,64.827,2.113,0.01,梦洁股份
2559,SZ.300078,2018-06-05 14:02:45,10.08,9.75,False,5206356015.84,8143484166.72,,,,,,,,,,,100,118759144.098,0.147,516503573,-1.723967296,68.571,3.92,0.01,思创医惠
2561,SZ.002398,2018-06-05 14:02:39,13.45,13.2,False,3521192716.75,4654860412.2,,,,,,,,,,,100,207651765.6,0.6,261798715,-1.860934592,22.416,1.998,0.01,建研集团
2564,SZ.002401,2018-06-05 14:02:45,11.49,11.22,False,3457213690.8,3484227600.0,,,,,,,,,,,100,83087760.0,0.274,300888920,-1.558967296,41.934,4.199,0.01,中远海科
2565,SZ.002402,2018-06-05 14:02:45,9.26,9.12,False,6653410295.059999,7925313566.96,,,,,,,,,,,100,190002117.912,0.222,718510831,1.621,41.711,5.712,0.01,和而泰
2566,SZ.002403,2018-06-05 14:02:45,10.33,10.27,False,2986374592.5,3618813874.33,,,,,,,,,,,100,162548851.664,0.464,289097250,2.042032704,22.262,1.63,0.01,爱仕达
2567,SZ.002404,2018-06-05 14:02:21,6.55,6.51,False,2612587306.0499997,3783762348.5499997,,,,,,,,,,,100,122466811.892,0.212,398868291,-1.257967296,30.896,2.156,0.01,嘉欣丝绸
2569,SZ.002406,2018-06-05 14:02:39,6.28,6.19,False,2615363688.08,3523080000.0,,,,,,,,,,,100,198594000.0,0.354,416459186,-0.029967296,17.74,1.472,0.01,远东传动
2570,SZ.002407,2018-06-05 14:02:45,16.59,16.35,False,9013458733.65,10724280120.33,,,,,,,,,,,100,263743597.896,0.408,543306735,0.208032704,40.661,3.684,0.01,多氟多
2572,SZ.300081,2018-06-05 14:02:45,13.01,13.01,False,4106783188.81,6904769666.76,,,,,,,,,,,100,252095741.1,0.475,315663581,0.238032704,27.389,2.87,0.01,恒信东方
2573,SZ.300082,2018-06-05 14:02:36,5.62,5.57,False,3787430400.0,3825365400.0,,,,,,,,,,,100,214411050.0,0.315,673920000,-0.039967296,17.841,1.32,0.01,奥克股份
2574,SZ.300083,2018-06-05 14:02:45,5.67,5.52,False,6751903421.97,8117657170.559999,,,,,,,,,,,100,320697567.232,0.224,1190811891,-0.383967296,25.312,1.449,0.01,劲胜智能
2576,SZ.002409,2018-06-05 14:02:39,22.21,21.86,False,4067654803.1600003,7636411107.05,,,,,,,,,,,100,27850036.005,0.081,183145196,0.266032704,274.197,4.869,0.01,雅克科技
2579,SZ.002412,2018-06-05 14:02:45,16.03,16.0,False,4597003250.0,4744880000.0,,,,,,,,,,,100,115736000.0,0.391,286775000,-0.052967296,40.997,3.778,0.01,汉森制药
2581,SZ.300086,2018-06-05 14:02:33,11.19,11.41,False,4875070234.469999,5035500000.0,,,,,,,,,,,100,55350000.0,0.123,435663113,-0.136967296,90.975,2.691,0.01,康芝药业
2582,SZ.300087,2018-06-05 14:02:30,10.58,10.56,False,3734966084.02,4552892151.18,,,,,,,,,,,100,65840500.863,0.153,353021369,1.759,69.15,6.014,0.01,荃银高科
2583,SZ.300088,2018-06-05 14:02:45,6.36,6.18,False,14390571888.960001,14620875617.04,,,,,,,,,,,100,581616592.942,0.253,2262668536,1.958,25.138,3.248,0.01,长信科技
2584,SZ.002413,2018-06-05 14:02:45,6.28,6.36,False,4865685577.16,7256773201.52,,,,,,,,,,,100,123642473.338,0.107,774790697,-0.997967296,58.691,1.904,0.01,雷科防务
2586,SZ.002416,2018-06-05 14:02:39,7.87,7.78,False,7694064977.37,8127623182.93,,,,,,,,,,,100,384177360.108,0.372,977644851,1.002032704,21.155,1.485,0.01,爱施德
2588,SZ.002418,2018-06-05 14:02:42,8.99,9.03,False,5241244401.24,10216236000.0,,,,,,,,,,,100,204552000.0,0.18,583008276,1.993,49.944,4.51,0.01,康盛股份
2589,SZ.002419,2018-06-05 14:02:45,16.0,15.53,False,19198335744.0,19204800000.0,,,,,,,,,,,100,793398300.0,0.661,1199895984,0.971032704,24.205,3.038,0.01,天虹股份
2591,SZ.002421,2018-06-05 14:02:45,4.63,4.59,False,6978142280.8,8896441061.13,,,,,,,,,,,100,307436408.16,0.16,1507158160,1.623,28.937,2.852,0.01,达实智能
2594,SZ.002424,2018-06-05 14:02:42,13.6,13.23,False,9950593516.8,19192320000.0,,,,,,,,,,,100,536256000.0,0.38,731661288,-1.765967296,35.789,5.377,0.01,贵州百灵
2595,SZ.002425,2018-06-05 14:02:45,5.86,5.9,False,4713675795.1,4768542371.52,,,,,,,,,,,100,274231873.584,0.337,804381535,0.263032704,17.388,1.285,0.01,凯撒文化
2596,SZ.002426,2018-06-05 14:02:45,4.22,4.14,False,8813329507.76,14523204774.179998,,,,,,,,,,,100,474929445.222,0.138,2088466708,-1.686967296,30.579,1.618,0.01,胜利精密
2598,SZ.002429,2018-06-05 14:02:45,3.09,3.05,False,12276226126.26,13988246475.63,,,,,,,,,,,100,629244744.373,0.139,3972888714,1.851,22.23,1.669,0.01,兆驰股份
2599,SZ.002430,2018-06-05 14:02:45,16.3,15.28,False,13525074308.0,15723041565.1,,,,,,,,,,,100,478443473.392,0.496,829759160,0.659032704,32.862,3.29,0.01,杭氧股份
2602,SZ.002433,2018-06-05 14:02:48,9.08,8.93,False,6278910800.0,6981677376.0,,,,,,,,,,,100,296029272.0,0.385,691510000,-2.131934592,23.584,1.406,0.01,太安堂
2603,SZ.002434,2018-06-05 14:02:45,8.22,8.16,False,8376683548.9800005,11097000000.0,,,,,,,,,,,100,535950000.0,0.397,1019061259,0.315032704,20.705,1.783,0.01,万里扬
2604,SZ.002435,2018-06-05 14:02:45,17.61,17.52,False,3235485493.71,8642579359.949999,,,,,,,,,,,100,346488417.27,0.706,183730011,-1.876901888,24.943,1.599,0.01,长江润发
2605,SZ.002436,2018-06-05 14:02:48,4.6,4.55,False,5515370178.2,6844374518.4,,,,,,,,,,,100,148790750.4,0.1,1198993517,1.627,46.0,2.827,0.01,兴森科技
2606,SZ.002396,2018-06-05 14:02:48,21.47,21.0,False,11467185613.099998,12523027568.66,,,,,,,,,,,100,484122630.74,0.83,534102730,1.179032704,25.867,3.922,0.01,星网锐捷
2607,SZ.002437,2018-06-05 14:02:45,6.59,6.65,False,14275853933.699999,14485630240.5,,,,,,,,,,,100,285755983.5,0.13,2166290430,1.94,50.692,3.396,0.01,誉衡药业
2608,SZ.002438,2018-06-05 14:02:18,7.08,7.0,False,2543219296.2,3439266864.48,,,,,,,,,,,100,69951190.464,0.144,359211765,-0.705967296,49.166,1.972,0.01,江苏神通
2611,SZ.300089,2018-06-05 14:02:48,9.87,9.69,False,2836844618.58,4834693815.42,,,,,,,,,,,100,73965427.166,0.151,287420934,-0.088967296,65.364,2.346,0.01,文化长城
2613,SZ.300091,2018-06-05 14:02:48,16.82,17.12,False,5964269145.7,9345173498.0,,,,,,,,,,,100,147233708.5,0.265,354593885,-1.637967296,63.471,6.33,0.01,金通灵
2614,SZ.002440,2018-06-05 14:02:48,21.46,20.9,False,13199776784.300001,16459820000.0,,,,,,,,,,,100,1081470000.0,1.41,615087455,0.941065408,15.219,2.251,0.01,闰土股份
2615,SZ.002441,2018-06-05 14:02:42,9.16,9.18,False,3589568844.48,4989964126.440001,,,,,,,,,,,100,179224694.061,0.329,391874328,-1.903934592,27.841,1.37,0.01,众业达
2616,SZ.002442,2018-06-05 14:02:30,11.09,11.14,False,4206346039.82,5323200000.0,,,,,,,,,,,100,64320000.0,0.134,379291798,-1.866967296,82.761,4.567,0.01,龙星化工
2617,SZ.002443,2018-06-05 14:02:48,7.97,7.91,False,4010945522.06,4148668094.4,,,,,,,,,,,100,165530295.36,0.318,503255398,-0.186967296,25.062,1.94,0.01,金洲管道
2619,SZ.300093,2018-06-05 14:02:48,8.19,8.12,False,1762771578.75,1769040000.0,,,,,,,,,,,100,18144000.0,0.084,215234625,-0.140967296,97.5,1.971,0.01,金刚玻璃
2620,SZ.300094,2018-06-05 14:02:48,8.56,8.15,False,6389584316.96,6713998507.200001,,,,,,,,,,,100,221969810.46,0.283,746446766,-1.694967296,30.247,3.292,0.01,国联水产
2621,SZ.002444,2018-06-05 14:02:45,12.55,12.4,False,12698788081.2,13494358635.0,,,,,,,,,,,100,560204051.7,0.521,1011855624,1.328032704,24.088,2.231,0.01,巨星科技
2622,SZ.002445,2018-06-05 14:02:48,10.35,10.5,False,7724533146.75,8588225960.099999,,,,,,,,,,,100,302040024.104,0.364,746331705,0.989032704,28.434,1.958,0.01,中南文化
2623,SZ.002446,2018-06-05 14:02:48,7.79,7.66,False,3305029701.73,5936838925.4,,,,,,,,,,,100,102884885.1,0.135,424265687,-0.905967296,57.703,2.298,0.01,盛路通信
2625,SZ.002414,2018-06-05 14:02:48,14.75,14.59,False,7022913591.25,9207776457.25,,,,,,,,,,,100,58680066.914,0.094,476129735,0.838032704,156.914,2.873,0.01,高德红外
2626,SZ.002448,2018-06-05 14:02:48,7.97,7.92,False,3654388922.2599998,4836373770.849999,,,,,,,,,,,100,268822281.115,0.443,458518058,-0.268967296,17.99,1.979,0.01,中原内配
2627,SZ.002449,2018-06-05 14:02:48,11.93,11.51,False,6537998556.15,7378432626.17,,,,,,,,,,,100,387785184.963,0.627,548030055,0.942032704,19.027,2.278,0.01,国星光电
2629,SZ.002451,2018-06-05 14:01:54,23.58,26.2,False,9738720976.5,10356336000.0,,,,,,,,,,,100,66319200.0,0.151,413007675,1.512,156.158,15.595,0.01,摩恩电气
2632,SZ.002454,2018-06-05 14:02:48,6.26,6.24,False,3860805082.7599998,3957569496.0,,,,,,,,,,,100,331272590.4,0.524,616742026,0.701032704,11.946,1.253,0.01,松芝股份
2633,SZ.300095,2018-06-05 14:02:48,6.88,6.84,False,2156591040.0,2605530675.52,,,,,,,,,,,100,60593736.64,0.16,313458000,-0.831967296,43.0,1.986,0.01,华伍股份
2634,SZ.300096,2018-06-05 14:02:48,10.46,10.36,False,3938417034.3,4497800000.0,,,,,,,,,,,100,22360000.0,0.052,376521705,1.644,201.153,6.362,0.01,易联众
2635,SZ.300097,2018-06-05 14:02:48,19.18,18.78,False,2979590501.86,5534382651.42,,,,,,,,,,,100,211506907.377,0.733,155348827,-1.598934592,26.166,2.743,0.01,智云股份
2636,SZ.300098,2018-06-05 14:02:48,8.3,8.15,False,7357450589.000001,14679130668.000002,,,,,,,,,,,100,458059619.64,0.259,886439830,-1.345967296,32.046,2.814,0.01,高新兴
2637,SZ.002455,2018-06-05 14:02:45,7.42,7.37,False,2343866700.0,3835970393.64,,,,,,,,,,,100,109082176.962,0.211,315885000,-1.686967296,35.165,2.845,0.01,百川股份
2640,SZ.300099,2018-06-05 14:02:36,5.47,5.39,False,2145673107.1799998,3660957524.85,,,,,,,,,,,100,97045491.975,0.145,392261994,-1.709967296,37.724,2.116,0.01,精准信息
2641,SZ.300100,2018-06-05 14:02:48,12.8,12.57,False,4946701081.6,5129846348.8,,,,,,,,,,,100,138265389.87,0.345,386461022,-1.602934592,37.101,1.831,0.01,双林股份
2642,SZ.300101,2018-06-05 14:02:48,14.68,14.4,False,8066084617.4,8162080000.0,,,,,,,,,,,100,43924000.0,0.079,549460805,1.698,185.822,8.645,0.01,振芯科技
2644,SZ.002459,2018-06-05 14:02:42,12.61,12.61,False,4879885011.3,4901372716.11,,,,,,,,,,,100,22932671.709,0.059,386985330,-1.044967296,213.728,3.88,0.01,天业通联
2646,SZ.300102,2018-06-05 14:02:45,6.88,6.76,False,4695510133.44,4928854779.68,,,,,,,,,,,100,216353799.922,0.302,682486938,-0.437967296,22.781,1.783,0.01,乾照光电
2647,SZ.300103,2018-06-05 14:02:45,9.72,9.75,False,2442016447.2000003,3087081720.0,,,,,,,,,,,100,47004948.0,0.148,251236260,-1.472967296,65.675,3.444,0.01,达刚路机
2648,SZ.300104,2018-06-05 14:02:48,3.74,3.62,False,11461922603.12,14920506318.08,,,,,,,,,,,100,-14310121968.704,0.707967296,3064685188,0.076,0.0,49.21,0.01,乐视网
2649,SZ.002461,2018-06-05 14:02:48,7.03,7.09,False,9563074458.08,15559699214.4,,,,,,,,,,,100,190346249.28,0.086,1360323536,-0.696967296,81.744,1.953,0.01,珠江啤酒
2650,SZ.002462,2018-06-05 14:02:48,20.87,20.68,False,5203263237.320001,5228484194.05,,,,,,,,,,,100,280338946.485,1.119,249317836,0.571065408,18.65,2.278,0.01,嘉事堂
2651,SZ.002463,2018-06-05 14:02:48,4.18,4.13,False,6995105114.139999,6997987809.339999,,,,,,,,,,,100,224337408.242,0.134,1673470123,2.127,31.194,1.965,0.01,沪电股份
2654,SZ.300107,2018-06-05 14:02:48,14.75,14.31,False,4831214867.25,8064245699.5,,,,,,,,,,,100,196275539.398,0.359,327539991,2.01,41.086,7.338,0.01,建新股份
2655,SZ.300108,2018-06-05 14:02:42,7.91,7.85,False,3343094953.17,5268176071.34,,,,,,,,,,,100,205132519.592,0.308,422641587,-1.315967296,25.681,2.655,0.01,吉药控股
2656,SZ.300109,2018-06-05 14:02:48,34.32,34.05,False,2941609482.2400002,5825211197.52,,,,,,,,,,,100,93013279.028,0.548,85711232,-0.776934592,62.627,4.392,0.01,新开源
2659,SZ.300112,2018-06-05 14:02:48,9.06,8.87,False,1490437134.6000001,2589140344.8,,,,,,,,,,,100,45724332.8,0.16,164507410,-1.012967296,56.625,2.76,0.01,万讯自控
2660,SZ.300113,2018-06-05 14:02:48,18.28,17.93,False,8717945108.24,12691570747.2,,,,,,,,,,,100,540849759.96,0.779,476911658,0.356032704,23.465,3.93,0.01,顺网科技
2661,SZ.300114,2018-06-05 14:02:45,9.95,9.71,False,4540089310.849999,5878066965.049999,,,,,,,,,,,100,135874914.77,0.23,456290383,-1.786967296,43.26,3.967,0.01,中航电测
2665,SZ.300115,2018-06-05 14:02:48,14.4,13.85,False,13040883360.0,13101987772.800001,,,,,,,,,,,100,400338515.28,0.44,905616900,0.622032704,32.727,2.928,0.01,长盈精密
2667,SZ.300117,2018-06-05 14:02:12,4.98,4.87,False,3557139300.0000005,3569464800.0000005,,,,,,,,,,,100,66658680.0,0.093,714285000,2.071,53.548,2.404,0.01,嘉寓股份
2671,SZ.002469,2018-06-05 14:02:45,4.96,4.89,False,2298579200.96,2496183731.04,,,,,,,,,,,100,60391541.88,0.12,463423226,-1.915967296,41.333,2.084,0.01,三维工程
2673,SZ.002471,2018-06-05 14:02:42,3.25,3.22,False,4092094435.0,4121000000.0,,,,,,,,,,,100,78616000.0,0.062,1259105980,1.492,52.419,2.178,0.01,中超控股
2674,SZ.002472,2018-06-05 14:02:48,9.14,9.01,False,4982471610.900001,6274920760.0,,,,,,,,,,,100,251957978.0,0.367,545128185,0.379032704,24.904,1.955,0.01,双环传动
2675,SZ.002474,2018-06-05 14:02:48,8.34,8.17,False,3912654871.7999997,5189148000.0,,,,,,,,,,,100,36709800.0,0.059,469143270,-1.979967296,141.355,3.602,0.01,榕基软件
2678,SZ.002477,2018-06-05 14:02:45,3.47,3.47,False,6903679416.31,10879003916.1,,,,,,,,,,,100,288434685.96,0.092,1989532973,1.697,37.717,2.044,0.01,雏鹰农牧
2679,SZ.300119,2018-06-05 14:02:42,11.15,10.84,False,2282890883.55,4510102112.45,,,,,,,,,,,100,112044689.251,0.277,204743577,0.626032704,40.252,2.265,0.01,瑞普生物
2680,SZ.300120,2018-06-05 14:02:39,11.08,10.7,False,1822174363.6,3341371057.8,,,,,,,,,,,100,73280971.755,0.243,164456170,1.847032704,45.596,1.803,0.01,经纬电材
2681,SZ.300121,2018-06-05 14:02:48,14.04,13.7,False,5174640048.24,5266849152.24,,,,,,,,,,,100,270845091.732,0.722,368564106,-0.186967296,19.445,3.417,0.01,阳谷华泰
2682,SZ.002478,2018-06-05 14:02:48,4.9,4.86,False,2986515920.5,4838228439.1,,,,,,,,,,,100,169831692.148,0.172,609493045,-0.524967296,28.488,1.299,0.01,常宝股份
2683,SZ.002479,2018-06-05 14:02:48,6.58,6.5,False,4806497528.42,5883178000.0,,,,,,,,,,,100,310252700.0,0.347,730470749,-0.594967296,18.962,1.778,0.01,富春环保
2684,SZ.002480,2018-06-05 14:02:48,8.28,8.03,False,5306609358.0,5411611515.599999,,,,,,,,,,,100,61436169.38,0.094,640894850,-0.719967296,88.085,2.316,0.01,新筑股份
2685,SZ.002481,2018-06-05 14:02:48,4.86,4.66,False,5477840388.72,6140075400.0,,,,,,,,,,,100,66959670.0,0.053,1127127652,2.082,91.698,2.334,0.01,双塔食品
2687,SZ.300123,2018-06-05 14:02:48,12.77,12.61,False,3531935768.8599997,7148580898.54,,,,,,,,,,,100,119796109.028,0.214,276580718,-0.343934592,59.672,1.548,0.01,亚光科技
2689,SZ.002482,2018-06-05 14:02:48,7.13,7.1,False,9361267554.63,10960803954.41,,,,,,,,,,,100,662567532.167,0.431,1312940751,0.093032704,16.542,1.624,0.01,广田集团
2690,SZ.002483,2018-06-05 14:02:39,4.54,4.48,False,2609512036.98,3052912830.4,,,,,,,,,,,100,92797790.88,0.138,574782387,-0.583967296,32.898,1.223,0.01,润邦股份
2691,SZ.002484,2018-06-05 14:02:48,7.75,7.53,False,5893849107.25,6317454667.75,,,,,,,,,,,100,194006994.958,0.238,760496659,-0.435967296,32.563,2.008,0.01,江海股份
2695,SZ.300127,2018-06-05 14:02:45,14.58,14.43,False,3311324161.2,4711473928.8,,,,,,,,,,,100,198735011.4,0.615,227114140,-0.428967296,23.707,3.771,0.01,银河磁体
2697,SZ.002485,2018-06-05 14:02:48,24.17,26.86,False,7734280358.500001,7734400000.000001,,,,,,,,,,,100,40320000.0,0.126,319995050,1.967032704,191.825,3.859,0.01,希努尔
2699,SZ.002487,2018-06-05 14:02:39,4.16,4.1,False,2246400000.0,2297152000.0,,,,,,,,,,,100,45280400.0,0.082,540000000,-1.124967296,50.731,1.312,0.01,大金重工
2700,SZ.300129,2018-06-05 14:02:36,4.43,4.39,False,2174078255.98,3220996207.3999996,,,,,,,,,,,100,127240256.5,0.175,490762586,-1.175967296,25.314,1.42,0.01,泰胜风能
2701,SZ.300130,2018-06-05 14:02:30,13.41,13.29,False,3888630003.06,6408608894.55,,,,,,,,,,,100,75507845.29,0.158,289979866,-0.071967296,84.873,3.175,0.01,新国都
2703,SZ.002488,2018-06-05 14:02:48,13.49,13.3,False,6907419478.59,9094091591.26,,,,,,,,,,,100,118647896.224,0.176,512039991,1.873032704,76.647,2.187,0.01,金固股份
2705,SZ.002490,2018-06-05 14:02:48,5.13,5.1,False,1571422882.5,4092962292.0,,,,,,,,,,,100,103720292.0,0.13,306320250,-1.935967296,39.461,2.174,0.01,山东墨龙
2706,SZ.002491,2018-06-05 14:02:48,12.9,12.88,False,15310460795.4,16274035557.6,,,,,,,,,,,100,661053847.456,0.524,1186857426,-0.543967296,24.618,3.439,0.01,通鼎互联
2707,SZ.300132,2018-06-05 14:02:48,11.15,11.07,False,3464160451.4,4303008000.0,,,,,,,,,,,100,143948160.0,0.373,310687036,2.042,29.892,5.46,0.01,青松股份
2708,SZ.300133,2018-06-05 14:02:48,10.5,9.92,False,12809814780.0,18581894320.5,,,,,,,,,,,100,525602153.637,0.297,1219982360,-0.370967296,35.353,2.675,0.01,华策影视
2711,SZ.002492,2018-06-05 14:02:48,7.06,6.99,False,2493096543.3199997,2859300000.0,,,,,,,,,,,100,64395000.0,0.159,353129822,-1.287967296,44.402,2.347,0.01,恒基达鑫
2716,SZ.300137,2018-06-05 14:02:48,18.12,17.88,False,5367524139.4800005,6240443633.280001,,,,,,,,,,,100,194238974.016,0.564,296220979,0.413032704,32.127,3.848,0.01,先河环保
2717,SZ.300138,2018-06-05 14:02:45,13.82,13.56,False,3680247577.94,5071310112.04,,,,,,,,,,,100,155221720.506,0.423,266298667,0.241032704,32.671,3.046,0.01,晨光生物
2718,SZ.002496,2018-06-05 14:02:48,3.02,3.0,False,3090862835.3,4552585163.62,,,,,,,,,,,100,384407025.405,0.255,1023464515,-1.705967296,11.843,1.166,0.01,辉丰股份
2719,SZ.002497,2018-06-05 14:02:48,11.41,11.08,False,9387459589.06,10953600000.0,,,,,,,,,,,100,261120000.0,0.272,822739666,-1.615967296,41.948,4.259,0.01,雅化集团
2720,SZ.002498,2018-06-05 14:02:45,2.7,2.66,False,8979891557.400002,8982349200.0,,,,,,,,,,,100,216241740.0,0.065,3325885762,1.398,41.538,1.931,0.01,汉缆股份
2721,SZ.002499,2018-06-05 14:02:48,13.33,13.08,False,2175846955.57,2519370000.0,,,,,,,,,,,100,61992000.0,0.328,163229329,-0.233967296,40.64,3.282,0.01,科林环保
2723,SZ.300140,2018-06-05 14:02:48,10.29,10.2,False,2525235611.85,3551641924.74,,,,,,,,,,,100,64198775.316,0.186,245406765,-0.525967296,55.322,2.73,0.01,中环装备
2727,SZ.002501,2018-06-05 14:02:45,7.26,7.18,False,7263707021.34,8819706310.8,,,,,,,,,,,100,523594134.98,0.431,1000510609,-1.920934592,16.844,1.088,0.01,利源精制
2729,SZ.002503,2018-06-05 14:02:39,4.01,3.96,False,7836341935.839999,12528009502.96,,,,,,,,,,,100,627962571.096,0.201,1954199984,1.846,19.95,2.172,0.01,搜于特
2735,SZ.002509,2018-06-05 14:02:48,3.38,3.35,False,5560530662.7,8424625312.48,,,,,,,,,,,100,608168217.824,0.244,1645127415,2.049,13.852,1.649,0.01,天广中茂
2736,SZ.002510,2018-06-05 14:02:48,5.31,5.27,False,3914701994.3399997,4759040410.92,,,,,,,,,,,100,98586524.52,0.11,737232014,-1.597967296,48.272,1.968,0.01,天汽模
